LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Prince George's,05,22,021-006,UNAFFILIATED,159,37,9,7,331
Prince George's,05,22,021-007,DEMOCRAT,589,150,31,14,1233
Prince George's,05,22,021-007,GREEN,2,1,1,0,8
Prince George's,05,22,021-007,LIBERTARIAN,5,1,1,0,14
Prince George's,05,22,021-007,OTHER PARTIES,24,2,0,2,65
Prince George's,05,22,021-007,REPUBLICAN,153,25,9,2,348
Prince George's,05,22,021-007,UNAFFILIATED,159,15,4,6,411
Prince George's,05,22,021-008,DEMOCRAT,904,220,28,75,2506
Prince George's,05,22,021-008,GREEN,3,0,0,0,7
Prince George's,05,22,021-008,LIBERTARIAN,6,0,1,0,20
Prince George's,05,22,021-008,OTHER PARTIES,3,1,0,1,22
Prince George's,05,22,021-008,REPUBLICAN,31,6,4,2,133
Prince George's,05,22,021-008,UNAFFILIATED,140,37,9,10,490
Prince George's,05,22,021-009,DEMOCRAT,285,78,19,27,644
Prince George's,05,22,021-009,GREEN,0,1,0,1,3
Prince George's,05,22,021-009,LIBERTARIAN,0,0,0,1,4
Prince George's,05,22,021-009,OTHER PARTIES,9,2,2,0,43
Prince George's,05,22,021-009,REPUBLICAN,48,11,1,3,123
Prince George's,05,22,021-009,UNAFFILIATED,63,9,0,6,178
Prince George's,05,21,021-010,DEMOCRAT,538,158,33,22,1275
Prince George's,05,21,021-010,GREEN,4,1,3,0,16
Prince George's,05,21,021-010,LIBERTARIAN,8,0,2,0,17
Prince George's,05,21,021-010,OTHER PARTIES,20,4,2,0,86
Prince George's,05,21,021-010,REPUBLICAN,119,22,9,1,311
Prince George's,05,21,021-010,UNAFFILIATED,132,32,18,8,457
Prince George's,05,22,021-011,DEMOCRAT,766,261,48,36,2054
Prince George's,05,22,021-011,GREEN,1,2,0,0,7
Prince George's,05,22,021-011,LIBERTARIAN,2,1,0,0,8
Prince George's,05,22,021-011,OTHER PARTIES,12,2,1,2,57
Prince George's,05,22,021-011,REPUBLICAN,50,16,0,0,147
Prince George's,05,22,021-011,UNAFFILIATED,98,25,6,11,359
Prince George's,05,22,021-012,DEMOCRAT,176,81,26,20,388
Prince George's,05,22,021-012,GREEN,1,0,0,0,2
Prince George's,05,22,021-012,LIBERTARIAN,0,0,0,0,3
Prince George's,05,22,021-012,OTHER PARTIES,4,1,0,0,19
Prince George's,05,22,021-012,REPUBLICAN,44,11,2,1,108
Prince George's,05,22,021-012,UNAFFILIATED,48,6,2,8,108
Prince George's,05,22,021-013,DEMOCRAT,846,351,36,34,2051
Prince George's,05,22,021-013,GREEN,1,0,0,0,10
Prince George's,05,22,021-013,LIBERTARIAN,2,0,0,2,7
Prince George's,05,22,021-013,OTHER PARTIES,9,8,1,0,41
Prince George's,05,22,021-013,REPUBLICAN,50,15,6,2,149
Prince George's,05,22,021-013,UNAFFILIATED,124,39,8,1,376
Prince George's,04,21,021-014,DEMOCRAT,439,92,21,12,909
Prince George's,04,21,021-014,GREEN,3,0,0,0,5
Prince George's,04,21,021-014,LIBERTARIAN,3,0,0,0,7
Prince George's,04,21,021-014,OTHER PARTIES,16,0,0,0,41
Prince George's,04,21,021-014,REPUBLICAN,66,13,3,2,163
Prince George's,04,21,021-014,UNAFFILIATED,70,8,3,2,198
Prince George's,05,21,021-015,DEMOCRAT,320,147,44,22,927
Prince George's,05,21,021-015,GREEN,0,0,0,0,2
Prince George's,05,21,021-015,LIBERTARIAN,0,1,0,1,5
Prince George's,05,21,021-015,OTHER PARTIES,13,9,0,0,60
Prince George's,05,21,021-015,REPUBLICAN,61,21,2,1,213
Prince George's,05,21,021-015,UNAFFILIATED,68,17,14,3,277
Prince George's,05,22,021-016,DEMOCRAT,526,208,27,20,1304
Prince George's,05,22,021-016,GREEN,1,0,0,0,4
Prince George's,05,22,021-016,LIBERTARIAN,2,0,0,0,6
Prince George's,05,22,021-016,OTHER PARTIES,11,3,1,1,37
Prince George's,05,22,021-016,REPUBLICAN,40,9,3,1,123
Prince George's,05,22,021-016,UNAFFILIATED,45,20,4,2,182
Prince George's,05,21,021-017,DEMOCRAT,254,14,74,431,1143
Prince George's,05,21,021-017,GREEN,0,0,1,3,6
Prince George's,05,21,021-017,LIBERTARIAN,3,0,1,2,14
Prince George's,05,21,021-017,OTHER PARTIES,0,1,0,1,12
Prince George's,05,21,021-017,REPUBLICAN,29,0,8,78,273
Prince George's,05,21,021-017,UNAFFILIATED,92,3,25,170,625
Prince George's,05,22,021-018,DEMOCRAT,754,447,57,53,2084
Prince George's,05,22,021-018,GREEN,0,0,0,0,6
Prince George's,05,22,021-018,LIBERTARIAN,4,0,0,0,8
Prince George's,05,22,021-018,OTHER PARTIES,13,4,0,0,58
Prince George's,05,22,021-018,REPUBLICAN,46,15,5,4,155
Prince George's,05,22,021-018,UNAFFILIATED,112,47,12,4,393
Prince George's,05,22,021-019,DEMOCRAT,8,3,1,1,14
Prince George's,05,22,021-019,GREEN,0,0,0,0,0
Prince George's,05,22,021-019,LIBERTARIAN,0,0,0,0,1
Prince George's,05,22,021-019,OTHER PARTIES,0,0,0,0,1
Prince George's,05,22,021-019,REPUBLICAN,1,1,0,0,3
Prince George's,05,22,021-019,UNAFFILIATED,3,2,0,0,6
Prince George's,,,Unable to Determine,DEMOCRAT,0,0,0,146,
Prince George's,,,Unable to Determine,GREEN,0,0,0,0,
Prince George's,,,Unable to Determine,LIBERTARIAN,0,0,0,1,
Prince George's,,,Unable to Determine,OTHER PARTIES,0,0,0,1,
Prince George's,,,Unable to Determine,REPUBLICAN,0,0,0,7,
Prince George's,,,Unable to Determine,UNAFFILIATED,0,0,0,19,
Queen Anne's,01,36,001-001,DEMOCRAT,214,38,6,4,440
Queen Anne's,01,36,001-001,GREEN,1,0,0,0,1
Queen Anne's,01,36,001-001,LIBERTARIAN,3,0,0,0,8
Queen Anne's,01,36,001-001,OTHER PARTIES,5,1,0,0,11
Queen Anne's,01,36,001-001,REPUBLICAN,409,83,13,4,790
Queen Anne's,01,36,001-001,UNAFFILIATED,95,14,0,2,271
Queen Anne's,01,36,002-001,DEMOCRAT,406,213,36,5,1010
Queen Anne's,01,36,002-001,GREEN,0,0,1,0,7
Queen Anne's,01,36,002-001,LIBERTARIAN,7,1,2,0,23
Queen Anne's,01,36,002-001,OTHER PARTIES,5,4,0,0,19
Queen Anne's,01,36,002-001,REPUBLICAN,757,247,17,4,1487
Queen Anne's,01,36,002-001,UNAFFILIATED,196,51,20,4,563
Queen Anne's,01,36,003-002,DEMOCRAT,523,724,74,13,2017
Queen Anne's,01,36,003-002,GREEN,4,0,1,0,13
Queen Anne's,01,36,003-002,LIBERTARIAN,18,5,0,0,49
Queen Anne's,01,36,003-002,OTHER PARTIES,10,7,0,1,25
Queen Anne's,01,36,003-002,REPUBLICAN,1152,1059,58,19,3289
Queen Anne's,01,36,003-002,UNAFFILIATED,306,236,25,5,1134
Queen Anne's,01,36,004-001,DEMOCRAT,279,239,20,4,812
Queen Anne's,01,36,004-001,GREEN,2,0,0,0,7
Queen Anne's,01,36,004-001,LIBERTARIAN,3,2,1,0,19
Queen Anne's,01,36,004-001,OTHER PARTIES,1,3,0,1,12
Queen Anne's,01,36,004-001,REPUBLICAN,574,378,26,14,1461
Queen Anne's,01,36,004-001,UNAFFILIATED,177,96,9,5,551
Queen Anne's,01,36,004-002,DEMOCRAT,414,577,67,19,1602
Queen Anne's,01,36,004-002,GREEN,3,2,0,0,14
Queen Anne's,01,36,004-002,LIBERTARIAN,18,6,1,0,37
Queen Anne's,01,36,004-002,OTHER PARTIES,13,8,3,2,37
Queen Anne's,01,36,004-002,REPUBLICAN,829,903,49,34,2632
Queen Anne's,01,36,004-002,UNAFFILIATED,300,228,15,8,1071
Queen Anne's,01,36,004-003,DEMOCRAT,323,344,23,9,1005
Queen Anne's,01,36,004-003,GREEN,3,0,0,0,10
Queen Anne's,01,36,004-003,LIBERTARIAN,16,8,0,0,36
Queen Anne's,01,36,004-003,OTHER PARTIES,5,3,0,2,16
Queen Anne's,01,36,004-003,REPUBLICAN,893,545,40,16,2061
Queen Anne's,01,36,004-003,UNAFFILIATED,238,150,19,3,751
Queen Anne's,01,36,004-006,DEMOCRAT,242,175,30,4,624
Queen Anne's,01,36,004-006,GREEN,0,0,0,0,1
Queen Anne's,01,36,004-006,LIBERTARIAN,8,2,0,0,17
Queen Anne's,01,36,004-006,OTHER PARTIES,1,4,2,0,12
Queen Anne's,01,36,004-006,REPUBLICAN,615,293,19,13,1293
Queen Anne's,01,36,004-006,UNAFFILIATED,165,68,9,0,475
Queen Anne's,01,36,005-001,DEMOCRAT,218,156,21,3,616
Queen Anne's,01,36,005-001,GREEN,1,0,0,0,3
Queen Anne's,01,36,005-001,LIBERTARIAN,3,0,0,0,9
Queen Anne's,01,36,005-001,OTHER PARTIES,1,3,0,1,7
Queen Anne's,01,36,005-001,REPUBLICAN,399,236,24,3,934
Queen Anne's,01,36,005-001,UNAFFILIATED,103,53,4,2,302
Queen Anne's,01,36,005-002,DEMOCRAT,488,437,47,12,1502
Queen Anne's,01,36,005-002,GREEN,2,0,0,0,5
Queen Anne's,01,36,005-002,LIBERTARIAN,11,5,1,1,34
Queen Anne's,01,36,005-002,OTHER PARTIES,6,8,0,0,29
Queen Anne's,01,36,005-002,REPUBLICAN,959,638,46,12,2325
Queen Anne's,01,36,005-002,UNAFFILIATED,242,146,17,2,800
Queen Anne's,01,36,006-001,DEMOCRAT,116,127,18,10,412
Queen Anne's,01,36,006-001,GREEN,0,0,0,0,3
Queen Anne's,01,36,006-001,LIBERTARIAN,4,1,0,0,11
Queen Anne's,01,36,006-001,OTHER PARTIES,0,5,0,0,5
Queen Anne's,01,36,006-001,REPUBLICAN,340,250,20,13,889
Queen Anne's,01,36,006-001,UNAFFILIATED,61,47,1,7,252
Queen Anne's,01,36,007-001,DEMOCRAT,303,78,25,4,684
Queen Anne's,01,36,007-001,GREEN,2,0,0,0,5
Queen Anne's,01,36,007-001,LIBERTARIAN,2,3,0,0,8
Queen Anne's,01,36,007-001,OTHER PARTIES,2,0,0,0,8
Queen Anne's,01,36,007-001,REPUBLICAN,379,86,11,6,735
Queen Anne's,01,36,007-001,UNAFFILIATED,121,22,8,1,357
Queen Anne's,,,Unable to Determine,DEMOCRAT,0,0,0,1,
Queen Anne's,,,Unable to Determine,GREEN,0,0,0,0,
Queen Anne's,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Queen Anne's,,,Unable to Determine,OTHER PARTIES,0,0,0,1,
Queen Anne's,,,Unable to Determine,REPUBLICAN,0,0,0,4,
Queen Anne's,,,Unable to Determine,UNAFFILIATED,0,0,0,4,
Saint Mary's,05,29B,001-001,DEMOCRAT,428,129,42,15,902
Saint Mary's,05,29B,001-001,GREEN,1,1,0,0,7
Saint Mary's,05,29B,001-001,LIBERTARIAN,7,4,0,1,25
Saint Mary's,05,29B,001-001,OTHER PARTIES,8,0,0,1,15
Saint Mary's,05,29B,001-001,REPUBLICAN,506,100,18,5,876
Saint Mary's,05,29B,001-001,UNAFFILIATED,192,37,9,10,447
Saint Mary's,05,29B,001-002,DEMOCRAT,330,85,23,3,673
Saint Mary's,05,29B,001-002,GREEN,3,0,0,0,5
Saint Mary's,05,29B,001-002,LIBERTARIAN,5,0,1,1,10
Saint Mary's,05,29B,001-002,OTHER PARTIES,4,1,0,0,9
Saint Mary's,05,29B,001-002,REPUBLICAN,374,43,18,6,646
Saint Mary's,05,29B,001-002,UNAFFILIATED,110,11,5,1,282
Saint Mary's,05,29B,002-001,DEMOCRAT,348,94,31,4,717
Saint Mary's,05,29B,002-001,GREEN,2,0,0,0,4
Saint Mary's,05,29B,002-001,LIBERTARIAN,7,1,0,0,18
Saint Mary's,05,29B,002-001,OTHER PARTIES,4,1,1,0,11
Saint Mary's,05,29B,002-001,REPUBLICAN,567,104,24,2,1006
Saint Mary's,05,29B,002-001,UNAFFILIATED,129,27,14,2,393
Saint Mary's,05,29B,002-002,DEMOCRAT,271,69,27,1,525
Saint Mary's,05,29B,002-002,GREEN,1,0,0,0,2
Saint Mary's,05,29B,002-002,LIBERTARIAN,5,0,0,0,12
Saint Mary's,05,29B,002-002,OTHER PARTIES,6,1,0,0,13
Saint Mary's,05,29B,002-002,REPUBLICAN,319,72,19,2,605
Saint Mary's,05,29B,002-002,UNAFFILIATED,115,23,7,1,289
Saint Mary's,05,29C,002-003,DEMOCRAT,112,37,9,1,233
Saint Mary's,05,29C,002-003,GREEN,0,0,0,0,0
Saint Mary's,05,29C,002-003,LIBERTARIAN,2,1,1,0,6
Saint Mary's,05,29C,002-003,OTHER PARTIES,3,1,1,0,6
Saint Mary's,05,29C,002-003,REPUBLICAN,196,77,11,4,414
Saint Mary's,05,29C,002-003,UNAFFILIATED,62,23,9,0,174
Saint Mary's,05,29C,002-004,DEMOCRAT,73,27,8,3,200
Saint Mary's,05,29C,002-004,GREEN,1,0,0,0,3
Saint Mary's,05,29C,002-004,LIBERTARIAN,3,0,0,1,8
Saint Mary's,05,29C,002-004,OTHER PARTIES,0,2,0,0,6
Saint Mary's,05,29C,002-004,REPUBLICAN,156,36,7,3,297
Saint Mary's,05,29C,002-004,UNAFFILIATED,57,18,3,2,174
Saint Mary's,05,29A,003-001,DEMOCRAT,285,157,49,13,765
Saint Mary's,05,29A,003-001,GREEN,2,0,1,0,3
Saint Mary's,05,29A,003-001,LIBERTARIAN,9,0,0,0,17
Saint Mary's,05,29A,003-001,OTHER PARTIES,2,0,0,0,4
Saint Mary's,05,29A,003-001,REPUBLICAN,431,164,27,6,941
Saint Mary's,05,29A,003-001,UNAFFILIATED,156,54,11,7,422
Saint Mary's,05,29A,003-002,DEMOCRAT,434,133,29,5,993
Saint Mary's,05,29A,003-002,GREEN,1,0,0,0,3
Saint Mary's,05,29A,003-002,LIBERTARIAN,2,0,0,0,5
Saint Mary's,05,29A,003-002,OTHER PARTIES,5,0,0,0,10
Saint Mary's,05,29A,003-002,REPUBLICAN,398,114,19,6,873
Saint Mary's,05,29A,003-002,UNAFFILIATED,114,38,8,6,364
Saint Mary's,05,29C,003-003,DEMOCRAT,247,116,27,5,590
Saint Mary's,05,29C,003-003,GREEN,3,0,0,0,6
Saint Mary's,05,29C,003-003,LIBERTARIAN,4,3,1,0,14
Saint Mary's,05,29C,003-003,OTHER PARTIES,11,1,1,0,21
Saint Mary's,05,29C,003-003,REPUBLICAN,464,203,23,4,978
Saint Mary's,05,29C,003-003,UNAFFILIATED,134,48,10,2,385
Saint Mary's,05,29A,003-004,DEMOCRAT,207,142,33,3,545
Saint Mary's,05,29A,003-004,GREEN,1,0,1,0,4
Saint Mary's,05,29A,003-004,LIBERTARIAN,3,1,0,0,7
Saint Mary's,05,29A,003-004,OTHER PARTIES,3,2,0,1,8
Saint Mary's,05,29A,003-004,REPUBLICAN,406,202,27,2,912
Saint Mary's,05,29A,003-004,UNAFFILIATED,117,71,10,1,359
Saint Mary's,05,29C,003-005,DEMOCRAT,205,135,25,6,606
Saint Mary's,05,29C,003-005,GREEN,2,0,0,0,4
Saint Mary's,05,29C,003-005,LIBERTARIAN,2,2,1,0,17
Saint Mary's,05,29C,003-005,OTHER PARTIES,3,2,0,0,10
Saint Mary's,05,29C,003-005,REPUBLICAN,381,202,24,4,966
Saint Mary's,05,29C,003-005,UNAFFILIATED,133,44,11,2,405
Saint Mary's,05,29C,003-006,DEMOCRAT,161,87,21,7,369
Saint Mary's,05,29C,003-006,GREEN,1,0,0,0,1
Saint Mary's,05,29C,003-006,LIBERTARIAN,7,1,1,0,13
Saint Mary's,05,29C,003-006,OTHER PARTIES,0,0,0,0,3
Saint Mary's,05,29C,003-006,REPUBLICAN,276,101,21,5,643
Saint Mary's,05,29C,003-006,UNAFFILIATED,132,60,9,2,361
Saint Mary's,05,29A,004-001,DEMOCRAT,323,113,16,4,829
Saint Mary's,05,29A,004-001,GREEN,1,1,0,0,5
Saint Mary's,05,29A,004-001,LIBERTARIAN,4,0,0,0,10
Saint Mary's,05,29A,004-001,OTHER PARTIES,11,1,1,0,20
Saint Mary's,05,29A,004-001,REPUBLICAN,624,201,25,7,1372
Saint Mary's,05,29A,004-001,UNAFFILIATED,177,49,9,0,615
Saint Mary's,05,29A,004-002,DEMOCRAT,226,66,9,3,560
Saint Mary's,05,29A,004-002,GREEN,0,0,0,0,2
Saint Mary's,05,29A,004-002,LIBERTARIAN,3,1,0,0,9
Saint Mary's,05,29A,004-002,OTHER PARTIES,2,1,1,0,6
Saint Mary's,05,29A,004-002,REPUBLICAN,374,84,19,2,817
Saint Mary's,05,29A,004-002,UNAFFILIATED,131,24,7,1,418
Saint Mary's,05,29A,004-003,DEMOCRAT,388,102,16,5,912
Saint Mary's,05,29A,004-003,GREEN,1,0,0,0,3
Saint Mary's,05,29A,004-003,LIBERTARIAN,6,0,0,0,15
Saint Mary's,05,29A,004-003,OTHER PARTIES,5,1,0,1,12
Saint Mary's,05,29A,004-003,REPUBLICAN,523,90,17,4,1072
Saint Mary's,05,29A,004-003,UNAFFILIATED,134,26,3,4,456
Saint Mary's,05,29A,005-001,DEMOCRAT,439,109,32,9,1004
Saint Mary's,05,29A,005-001,GREEN,1,0,0,0,4
Saint Mary's,05,29A,005-001,LIBERTARIAN,16,2,0,0,28
Saint Mary's,05,29A,005-001,OTHER PARTIES,7,1,0,0,12
Saint Mary's,05,29A,005-001,REPUBLICAN,679,173,25,7,1412
Saint Mary's,05,29A,005-001,UNAFFILIATED,190,37,7,2,554
Saint Mary's,05,29A,005-002,DEMOCRAT,355,72,58,8,877
Saint Mary's,05,29A,005-002,GREEN,0,0,0,0,0
Saint Mary's,05,29A,005-002,LIBERTARIAN,2,0,0,1,10
Saint Mary's,05,29A,005-002,OTHER PARTIES,8,2,1,0,20
Saint Mary's,05,29A,005-002,REPUBLICAN,578,105,46,12,1182
Saint Mary's,05,29A,005-002,UNAFFILIATED,171,23,13,8,556
Saint Mary's,05,29A,005-003,DEMOCRAT,224,92,17,4,662
Saint Mary's,05,29A,005-003,GREEN,0,0,0,0,0
Saint Mary's,05,29A,005-003,LIBERTARIAN,9,1,0,0,20
Saint Mary's,05,29A,005-003,OTHER PARTIES,5,2,1,1,23
Saint Mary's,05,29A,005-003,REPUBLICAN,607,168,27,7,1322
Saint Mary's,05,29A,005-003,UNAFFILIATED,175,38,7,1,559
Saint Mary's,05,29A,006-001,DEMOCRAT,161,144,15,1,508
Saint Mary's,05,29A,006-001,GREEN,1,0,1,0,4
Saint Mary's,05,29A,006-001,LIBERTARIAN,2,2,0,0,7
Saint Mary's,05,29A,006-001,OTHER PARTIES,2,0,0,0,7
Saint Mary's,05,29A,006-001,REPUBLICAN,274,177,21,6,719
Saint Mary's,05,29A,006-001,UNAFFILIATED,83,37,7,4,291
Saint Mary's,05,29A,006-002,DEMOCRAT,235,120,12,3,627
Saint Mary's,05,29A,006-002,GREEN,1,0,0,0,5
Saint Mary's,05,29A,006-002,LIBERTARIAN,1,0,0,0,9
Saint Mary's,05,29A,006-002,OTHER PARTIES,6,0,0,0,13
Saint Mary's,05,29A,006-002,REPUBLICAN,481,182,26,6,1103
Saint Mary's,05,29A,006-002,UNAFFILIATED,120,45,7,3,435
Saint Mary's,05,29C,006-003,DEMOCRAT,362,210,33,7,895
Saint Mary's,05,29C,006-003,GREEN,3,0,0,0,8
Saint Mary's,05,29C,006-003,LIBERTARIAN,14,3,0,1,27
Saint Mary's,05,29C,006-003,OTHER PARTIES,5,3,0,1,18
Saint Mary's,05,29C,006-003,REPUBLICAN,683,325,32,17,1548
Saint Mary's,05,29C,006-003,UNAFFILIATED,165,77,15,4,554
Saint Mary's,05,29A,006-004,DEMOCRAT,181,185,15,10,699
Saint Mary's,05,29A,006-004,GREEN,1,0,0,0,2
Saint Mary's,05,29A,006-004,LIBERTARIAN,5,1,1,0,14
Saint Mary's,05,29A,006-004,OTHER PARTIES,1,4,0,0,10
Saint Mary's,05,29A,006-004,REPUBLICAN,338,200,15,15,891
Saint Mary's,05,29A,006-004,UNAFFILIATED,77,36,5,10,326
Saint Mary's,05,29A,007-001,DEMOCRAT,526,104,37,8,1147
Saint Mary's,05,29A,007-001,GREEN,0,0,0,0,2
Saint Mary's,05,29A,007-001,LIBERTARIAN,4,0,0,0,11
Saint Mary's,05,29A,007-001,OTHER PARTIES,6,1,0,0,13
Saint Mary's,05,29A,007-001,REPUBLICAN,446,91,23,3,850
Saint Mary's,05,29A,007-001,UNAFFILIATED,109,15,4,2,332
Saint Mary's,05,29B,008-001,DEMOCRAT,454,126,34,34,1296
Saint Mary's,05,29B,008-001,GREEN,4,0,0,0,9
Saint Mary's,05,29B,008-001,LIBERTARIAN,8,2,0,0,23
Saint Mary's,05,29B,008-001,OTHER PARTIES,5,2,4,0,22
Saint Mary's,05,29B,008-001,REPUBLICAN,294,94,14,11,776
Saint Mary's,05,29B,008-001,UNAFFILIATED,168,35,5,11,576
Saint Mary's,05,29C,008-002,DEMOCRAT,217,97,9,6,485
Saint Mary's,05,29C,008-002,GREEN,4,0,0,0,11
Saint Mary's,05,29C,008-002,LIBERTARIAN,7,0,1,0,18
Saint Mary's,05,29C,008-002,OTHER PARTIES,2,0,0,0,4
Saint Mary's,05,29C,008-002,REPUBLICAN,333,133,15,7,753
Saint Mary's,05,29C,008-002,UNAFFILIATED,109,48,4,2,351
Saint Mary's,05,29B,008-003,DEMOCRAT,439,181,22,14,1093
Saint Mary's,05,29B,008-003,GREEN,3,0,0,0,5
Saint Mary's,05,29B,008-003,LIBERTARIAN,6,3,2,1,27
Saint Mary's,05,29B,008-003,OTHER PARTIES,5,2,0,1,22
Saint Mary's,05,29B,008-003,REPUBLICAN,360,125,16,8,883
Saint Mary's,05,29B,008-003,UNAFFILIATED,234,57,17,3,683
Saint Mary's,05,29B,008-004,DEMOCRAT,477,151,25,38,1208
Saint Mary's,05,29B,008-004,GREEN,2,1,0,1,6
Saint Mary's,05,29B,008-004,LIBERTARIAN,10,1,1,0,26
Saint Mary's,05,29B,008-004,OTHER PARTIES,8,1,0,0,20
Saint Mary's,05,29B,008-004,REPUBLICAN,438,120,24,16,1004
Saint Mary's,05,29B,008-004,UNAFFILIATED,227,61,13,13,725
Saint Mary's,05,29C,008-005,DEMOCRAT,261,159,45,4,695
Saint Mary's,05,29C,008-005,GREEN,2,0,0,0,3
Saint Mary's,05,29C,008-005,LIBERTARIAN,8,1,1,0,24
Saint Mary's,05,29C,008-005,OTHER PARTIES,7,1,3,0,15
Saint Mary's,05,29C,008-005,REPUBLICAN,463,197,32,7,1124
Saint Mary's,05,29C,008-005,UNAFFILIATED,178,74,12,4,512
Saint Mary's,05,29C,008-006,DEMOCRAT,215,94,16,8,452
Saint Mary's,05,29C,008-006,GREEN,0,0,0,0,0
Saint Mary's,05,29C,008-006,LIBERTARIAN,6,2,1,0,17
Saint Mary's,05,29C,008-006,OTHER PARTIES,2,1,1,0,8
Saint Mary's,05,29C,008-006,REPUBLICAN,323,117,19,2,639
Saint Mary's,05,29C,008-006,UNAFFILIATED,122,20,6,0,283
Saint Mary's,05,29B,008-007,DEMOCRAT,458,185,31,19,1207
Saint Mary's,05,29B,008-007,GREEN,4,0,1,0,11
Saint Mary's,05,29B,008-007,LIBERTARIAN,8,1,0,0,23
Saint Mary's,05,29B,008-007,OTHER PARTIES,2,0,1,0,11
Saint Mary's,05,29B,008-007,REPUBLICAN,279,86,15,6,676
Saint Mary's,05,29B,008-007,UNAFFILIATED,158,45,9,4,513
Saint Mary's,05,29B,008-008,DEMOCRAT,94,70,14,4,289
Saint Mary's,05,29B,008-008,GREEN,1,0,0,0,2
Saint Mary's,05,29B,008-008,LIBERTARIAN,3,1,0,0,9
Saint Mary's,05,29B,008-008,OTHER PARTIES,0,0,0,0,2
Saint Mary's,05,29B,008-008,REPUBLICAN,97,72,8,8,289
Saint Mary's,05,29B,008-008,UNAFFILIATED,62,22,4,1,181
Saint Mary's,05,29B,008-009,DEMOCRAT,578,167,22,49,1771
Saint Mary's,05,29B,008-009,GREEN,5,0,0,1,8
Saint Mary's,05,29B,008-009,LIBERTARIAN,14,1,1,0,31
Saint Mary's,05,29B,008-009,OTHER PARTIES,4,2,0,0,16
Saint Mary's,05,29B,008-009,REPUBLICAN,227,88,11,15,706
Saint Mary's,05,29B,008-009,UNAFFILIATED,154,44,9,7,662
Saint Mary's,05,29B,008-010,DEMOCRAT,150,67,8,6,458
Saint Mary's,05,29B,008-010,GREEN,0,0,0,0,1
Saint Mary's,05,29B,008-010,LIBERTARIAN,3,1,0,0,7
Saint Mary's,05,29B,008-010,OTHER PARTIES,1,0,1,0,7
Saint Mary's,05,29B,008-010,REPUBLICAN,116,31,3,11,285
Saint Mary's,05,29B,008-010,UNAFFILIATED,62,15,2,1,199
Saint Mary's,05,29B,008-011,DEMOCRAT,237,79,27,14,667
Saint Mary's,05,29B,008-011,GREEN,1,0,0,0,4
Saint Mary's,05,29B,008-011,LIBERTARIAN,12,0,1,2,34
Saint Mary's,05,29B,008-011,OTHER PARTIES,5,2,0,0,10
Saint Mary's,05,29B,008-011,REPUBLICAN,276,96,13,6,604
Saint Mary's,05,29B,008-011,UNAFFILIATED,148,40,5,9,432
Saint Mary's,05,29C,008-012,DEMOCRAT,42,21,6,2,131
Saint Mary's,05,29C,008-012,GREEN,0,0,0,0,1
Saint Mary's,05,29C,008-012,LIBERTARIAN,0,0,0,0,5
Saint Mary's,05,29C,008-012,OTHER PARTIES,0,1,0,0,1
Saint Mary's,05,29C,008-012,REPUBLICAN,78,29,2,1,192
Saint Mary's,05,29C,008-012,UNAFFILIATED,47,10,1,0,113
Saint Mary's,05,29B,009-001,DEMOCRAT,54,7,6,0,88
Saint Mary's,05,29B,009-001,GREEN,0,0,0,0,0
Saint Mary's,05,29B,009-001,LIBERTARIAN,0,0,0,0,2
Saint Mary's,05,29B,009-001,OTHER PARTIES,0,0,0,0,1
Saint Mary's,05,29B,009-001,REPUBLICAN,42,5,4,1,77
Saint Mary's,05,29B,009-001,UNAFFILIATED,12,1,1,0,30
Saint Mary's,,,Unable to Determine,DEMOCRAT,0,0,0,0,
Saint Mary's,,,Unable to Determine,GREEN,0,0,0,0,
Saint Mary's,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Saint Mary's,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Saint Mary's,,,Unable to Determine,REPUBLICAN,0,0,0,0,
Saint Mary's,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Somerset,01,38A,001-001,DEMOCRAT,104,120,7,20,394
Somerset,01,38A,001-001,GREEN,0,0,0,0,0
Somerset,01,38A,001-001,LIBERTARIAN,1,0,0,0,8
Somerset,01,38A,001-001,OTHER PARTIES,2,1,0,0,5
Somerset,01,38A,001-001,REPUBLICAN,92,80,2,4,257
Somerset,01,38A,001-001,UNAFFILIATED,31,21,1,0,123
Somerset,01,38A,001-002,DEMOCRAT,251,198,19,19,813
Somerset,01,38A,001-002,GREEN,2,1,0,0,3
Somerset,01,38A,001-002,LIBERTARIAN,2,0,0,0,5
Somerset,01,38A,001-002,OTHER PARTIES,1,2,0,0,8
Somerset,01,38A,001-002,REPUBLICAN,159,164,24,3,524
Somerset,01,38A,001-002,UNAFFILIATED,54,22,2,6,219
Somerset,01,38A,001-003,DEMOCRAT,70,53,4,5,317
Somerset,01,38A,001-003,GREEN,0,0,0,0,1
Somerset,01,38A,001-003,LIBERTARIAN,1,0,0,0,3
Somerset,01,38A,001-003,OTHER PARTIES,0,2,0,0,2
Somerset,01,38A,001-003,REPUBLICAN,17,21,3,1,72
